Vendedor,País,Produto,Data,Valor,Caixas Enviadas
Jan Morforth,Índia,99% Cacau Puro,23/05/2023,"$ 10.283,90",178
Rafaelita Blaksland,Canadá,Chocolate para Beber,12/07/2023,"$ 10.415,77",200
Jan Morforth,Reino Unido,Chocolate de Laranja,15/06/2023,"$ 4.220,83",193
Barr Faughny,Nova Zelândia,Pedacinhos 50% Cacau,23/06/2023,"$ 4.909,86",304
Curtice Advani,Austrália,Eclairs,25/03/2023,"$ 6.549,62",53
Jan Morforth,Índia,Barras Recheadas com Caramelo,04/07/2023,"$ 88,72",165
Andria Kimpton,Reino Unido,Chocolate Branco,12/05/2023,"$ 9.793,16",110
Camilla Castle,Nova Zelândia,Chocolate de Framboesa,04/04/2023,"$ 4.823,65",143
Madelene Upcott,Austrália,Chocolate de Laranja,15/04/2023,"$ 7.556,55",404
Roddy Speechley,Canadá,Eclairs,08/03/2023,"$ 7.082,03",95
Karlen McCaffrey,Índia,Chocolate Branco,17/01/2023,"$ 8.361,47",231
Wilone O'Kielt,Índia,Chocolate de Menta com Flocos,22/08/2023,"$ 1.310,50",52
Andria Kimpton,Reino Unido,99% Cacau Puro,25/07/2023,"$ 1.288,10",67
Marney O'Breen,Reino Unido,Pedacinhos 50% Cacau,14/06/2023,"$ 3.288,29",133
Ches Bonnell,Índia,Amêndoas Cobertas com Chocolate,05/04/2023,"$ 10.669,09",85
Madelene Upcott,Reino Unido,Chocolate de Framboesa,26/08/2023,"$ 7.361,93",344
Wilone O'Kielt,Austrália,Pedacinhos 50% Cacau,03/08/2023,"$ 10.336,22",123
Gigi Bohling,Canadá,Chocolate Branco,11/07/2023,"$ 6.985,95",4
Wilone O'Kielt,Nova Zelândia,Eclairs,11/03/2023,"$ 3.394,46",21
Brien Boise,Reino Unido,Cubos de Manteiga de Amendoim,10/01/2023,"$ 15.337,23",31
Roddy Speechley,Reino Unido,Gotas de Chocolate Culinário,04/04/2023,"$ 15.925,17",378
Karlen McCaffrey,Austrália,Pedacinhos 50% Cacau,17/01/2023,"$ 7.355,77",772
Marney O'Breen,Nova Zelândia,Calda de Chocolate Orgânica,08/07/2023,"$ 9.489,27",54
Jan Morforth,Reino Unido,Calda de Chocolate Orgânica,12/04/2023,"$ 1.281,32",354
Rafaelita Blaksland,Canadá,Barras de Frutas e Castanhas,24/08/2023,"$ 518,07",192
Ches Bonnell,Reino Unido,Amêndoas Cobertas com Chocolate,07/06/2023,"$ 1.933,56",239
Gunar Cockshoot,Canadá,Chocolate com Amêndoas,28/07/2023,"$ 1.308,52",30
Husein Augar,EUA,99% Cacau Puro,21/02/2023,"$ 9.878,50",111
Dennison Crosswaite,Canadá,Chocolate de Menta com Flocos,08/04/2023,"$ 1.943,70",297
Brien Boise,Reino Unido,Chocolate com Mel de Manuka,28/06/2023,"$ 80,62",103
Van Tuxwell,Reino Unido,Gotas de Chocolate Culinário,24/03/2023,"$ 2.678,37",20
Barr Faughny,Austrália,Barras Recheadas com Caramelo,29/07/2023,"$ 2.931,10",60
Dennison Crosswaite,EUA,Eclairs,25/05/2023,"$ 2.316,09",90
Gigi Bohling,Austrália,Chocolate de Framboesa,30/03/2023,"$ 6.722,22",330
Dennison Crosswaite,EUA,Calda de Chocolate Orgânica,18/07/2023,"$ 14.528,51",134
Beverie Moffet,Canadá,Chocolate de Laranja,10/05/2023,"$ 9.390,28",104
Mallorie Waber,Austrália,Amêndoas Cobertas com Chocolate,18/03/2023,"$ 16.230,41",94
Ches Bonnell,Índia,Barras Recheadas com Caramelo,15/06/2023,"$ 7.224,39",55
Van Tuxwell,Canadá,Pedacinhos 50% Cacau,12/05/2023,"$ 15.567,58",57
Kelci Walkden,Nova Zelândia,Gotas de Chocolate Culinário,23/06/2023,"$ 2.964,20",105
Beverie Moffet,Índia,Barras Finas Picantes,21/04/2023,"$ 3.357,08",186
Gigi Bohling,Austrália,Chocolate com Amêndoas,17/08/2023,"$ 1.010,37",127
Rafaelita Blaksland,Nova Zelândia,Eclairs,07/02/2023,"$ 20.470,43",54
Kelci Walkden,Canadá,Chocolate Salgado Suave,17/03/2023,"$ 8.762,75",115
Jan Morforth,Índia,Gotas de Chocolate Culinário,01/08/2023,"$ 14.613,52",85
Jehu Rudeforth,Austrália,Barras de Chocolate ao Leite,18/03/2023,"$ 9.839,46",31
Gigi Bohling,Canadá,Barras de Frutas e Castanhas,14/06/2023,"$ 6.633,23",103
Beverie Moffet,Reino Unido,Eclairs,22/04/2023,"$ 9.749,07",169
Marney O'Breen,Nova Zelândia,Eclairs,18/01/2023,"$ 5.254,38",31
Husein Augar,Austrália,99% Cacau Puro,26/08/2023,"$ 3.430,43",123
Gunar Cockshoot,Nova Zelândia,Barras de Frutas e Castanhas,10/06/2023,"$ 10.454,55",434
Curtice Advani,Canadá,Pedacinhos 70% Cacau,31/01/2023,"$ 2.413,87",7
Kelci Walkden,Nova Zelândia,Chocolate com Mel de Manuka,08/04/2023,"$ 1.445,14",108
Dotty Strutley,Austrália,Gotas de Chocolate Culinário,07/06/2023,"$ 4.022,64",71
Barr Faughny,Austrália,Barras 85% Cacau,10/02/2023,"$ 8.651,20",43
Beverie Moffet,Austrália,Pedacinhos 50% Cacau,16/05/2023,"$ 725,16",453
Gunar Cockshoot,Índia,Gotas de Chocolate Culinário,18/03/2023,"$ 2.385,40",540
Van Tuxwell,Austrália,Pedacinhos 50% Cacau,13/07/2023,"$ 726,04",131
Oby Sorrel,EUA,Chocolate com Mel de Manuka,25/07/2023,"$ 4.742,35",83
Van Tuxwell,Canadá,Amêndoas Cobertas com Chocolate,19/08/2023,"$ 2.556,96",312
Karlen McCaffrey,Canadá,Pedacinhos 70% Cacau,24/06/2023,"$ 8.376,69",646
Kelci Walkden,Canadá,Barras de Frutas e Castanhas,20/06/2023,"$ 840,71",162
Camilla Castle,Índia,99% Cacau Puro,02/08/2023,"$ 207,87",216
Madelene Upcott,Nova Zelândia,Pedacinhos 70% Cacau,22/02/2023,"$ 13.370,34",94
Mallorie Waber,Nova Zelândia,Chocolate de Laranja,01/02/2023,"$ 6.811,37",25
Jan Morforth,Canadá,Pedacinhos 70% Cacau,14/02/2023,"$ 6.096,52",300
Kelci Walkden,Austrália,Barras de Chocolate ao Leite,24/02/2023,"$ 8.684,58",120
Dennison Crosswaite,Índia,Chocolate de Laranja,18/03/2023,"$ 873,26",140
Husein Augar,Reino Unido,Eclairs,30/08/2023,"$ 1.912,66",253
Gigi Bohling,EUA,Cubos de Manteiga de Amendoim,09/05/2023,"$ 321,61",76
Wilone O'Kielt,EUA,Chocolate Salgado Suave,18/01/2023,"$ 511,12",96
Curtice Advani,Índia,Chocolate Branco,04/07/2023,"$ 7.887,15",335
Oby Sorrel,Nova Zelândia,Barras Finas Picantes,03/06/2023,"$ 1.793,67",13
Beverie Moffet,Nova Zelândia,Cubos de Manteiga de Amendoim,23/02/2023,"$ 12.129,42",29
Dotty Strutley,Nova Zelândia,99% Cacau Puro,09/05/2023,"$ 11.749,75",213
Kelci Walkden,Índia,Pedacinhos 70% Cacau,06/06/2023,"$ 3.967,25",101
Kelci Walkden,Índia,Chocolate para Beber,04/07/2023,"$ 8.105,37",255
Brien Boise,Nova Zelândia,Chocolate para Beber,06/06/2023,"$ 1.614,17",106
Dotty Strutley,Austrália,Chocolate com Amêndoas,13/05/2023,"$ 1.613,30",91
Wilone O'Kielt,Nova Zelândia,Calda de Chocolate Orgânica,31/01/2023,"$ 2.155,64",281
Ches Bonnell,Nova Zelândia,Barras Recheadas com Caramelo,30/06/2023,"$ 8.184,37",43
Barr Faughny,Canadá,Chocolate com Mel de Manuka,25/08/2023,"$ 3.613,32",251
Gigi Bohling,Nova Zelândia,Chocolate Salgado Suave,10/01/2023,"$ 801,09",101
Brien Boise,EUA,Chocolate com Mel de Manuka,22/08/2023,"$ 2.069,48",8
Roddy Speechley,Nova Zelândia,Barras 85% Cacau,14/04/2023,"$ 5.096,21",284
Oby Sorrel,Reino Unido,Chocolate Salgado Suave,31/05/2023,"$ 10.573,50",338
Oby Sorrel,Reino Unido,Chocolate de Framboesa,08/04/2023,"$ 4.611,37",322
Roddy Speechley,EUA,Chocolate para Beber,21/02/2023,"$ 3.288,77",148
Andria Kimpton,Austrália,Chocolate com Mel de Manuka,30/03/2023,"$ 10.883,13",394
Mallorie Waber,Índia,Chocolate de Framboesa,02/03/2023,"$ 1.516,56",2
Jehu Rudeforth,EUA,Chocolate de Laranja,28/07/2023,"$ 391,33",184
Kaine Padly,Nova Zelândia,Pedacinhos 70% Cacau,24/03/2023,"$ 7.969,08",38
Curtice Advani,Austrália,Chocolate de Menta (After Nines),11/08/2023,"$ 63,71",109
Husein Augar,Reino Unido,Chocolate com Amêndoas,17/05/2023,"$ 8.832,33",175
Kaine Padly,Canadá,Amêndoas Cobertas com Chocolate,18/05/2023,"$ 3.542,19",180
Roddy Speechley,Reino Unido,Cubos de Manteiga de Amendoim,17/08/2023,"$ 6.052,07",173
Ches Bonnell,Nova Zelândia,Eclairs,04/04/2023,"$ 543,20",54
Brien Boise,Índia,Barras 85% Cacau,09/08/2023,"$ 18.894,92",201
Brien Boise,Nova Zelândia,Calda de Chocolate Orgânica,17/01/2023,"$ 689,40",331
Andria Kimpton,Canadá,Chocolate Branco,14/02/2023,"$ 4.435,95",31
Gigi Bohling,Nova Zelândia,Chocolate de Laranja,16/05/2023,"$ 9.111,34",324
Ches Bonnell,Canadá,Chocolate Salgado Suave,16/03/2023,"$ 10.369,71",129
Husein Augar,Canadá,Pedacinhos 70% Cacau,31/01/2023,"$ 5.833,20",290
Barr Faughny,Canadá,Calda de Chocolate Orgânica,10/03/2023,"$ 1.229,96",219
Oby Sorrel,Reino Unido,Calda de Chocolate Orgânica,30/06/2023,"$ 8.839,72",170
Van Tuxwell,Nova Zelândia,Eclairs,01/03/2023,"$ 5.747,66",176
Mallorie Waber,Reino Unido,Chocolate para Beber,27/05/2023,"$ 3.666,04",107
Oby Sorrel,Reino Unido,Barras de Chocolate ao Leite,11/07/2023,"$ 6.853,82",220
Karlen McCaffrey,Nova Zelândia,Chocolate de Menta com Flocos,02/03/2023,"$ 4.361,01",59
Jehu Rudeforth,EUA,Chocolate de Framboesa,04/03/2023,"$ 7.686,15",141
Kelci Walkden,Reino Unido,Barras 85% Cacau,23/06/2023,"$ 4.188,43",235
Kelci Walkden,EUA,Chocolate com Amêndoas,27/01/2023,"$ 5.425,24",234
Marney O'Breen,Canadá,Chocolate de Laranja,14/01/2023,"$ 2.896,97",456
Dennison Crosswaite,Índia,Barras de Frutas e Castanhas,29/07/2023,"$ 1.071,31",23
Brien Boise,Canadá,Chocolate Salgado Suave,13/05/2023,"$ 6.417,05",497
Barr Faughny,Canadá,Gotas de Chocolate Culinário,03/02/2023,"$ 10.967,31",172
Brien Boise,Índia,Chocolate Salgado Suave,27/05/2023,"$ 6.345,02",28
Jan Morforth,Austrália,Chocolate para Beber,18/02/2023,"$ 2.824,71",25
Brien Boise,Índia,Barras Finas Picantes,28/01/2023,"$ 1.463,67",34
Van Tuxwell,Reino Unido,Eclairs,29/06/2023,"$ 5.856,52",115
Wilone O'Kielt,Índia,Barras Recheadas com Caramelo,13/01/2023,"$ 4.303,86",282
Jehu Rudeforth,Reino Unido,Chocolate de Menta (After Nines),27/06/2023,"$ 2.047,77",169
Barr Faughny,Canadá,Chocolate Branco,29/03/2023,"$ 4.692,36",1
Gunar Cockshoot,Índia,Calda de Chocolate Orgânica,03/06/2023,"$ 7.302,42",153
Mallorie Waber,Canadá,Chocolate Salgado Suave,21/03/2023,"$ 2.056,92",103
Mallorie Waber,Índia,Eclairs,12/04/2023,"$ 11.032,79",49
Rafaelita Blaksland,Austrália,Chocolate de Framboesa,19/01/2023,"$ 7.773,64",247
Karlen McCaffrey,Reino Unido,Pedacinhos 50% Cacau,06/04/2023,"$ 3.843,01",295
Kaine Padly,Austrália,Pedacinhos 50% Cacau,02/08/2023,"$ 9.163,79",81
Gigi Bohling,Austrália,Eclairs,12/04/2023,"$ 7.628,59",146
Oby Sorrel,Índia,Chocolate para Beber,21/07/2023,"$ 18.220,59",139
Van Tuxwell,Nova Zelândia,Gotas de Chocolate Culinário,22/03/2023,"$ 9.828,94",24
Husein Augar,Índia,Cubos de Manteiga de Amendoim,09/05/2023,"$ 4.726,65",5
Andria Kimpton,Austrália,Gotas de Chocolate Culinário,09/08/2023,"$ 344,82",118
Madelene Upcott,Canadá,Amêndoas Cobertas com Chocolate,20/07/2023,"$ 3.451,24",283
Brien Boise,Índia,Pedacinhos 70% Cacau,14/04/2023,"$ 5.071,49",439
Jehu Rudeforth,Canadá,Chocolate Branco,25/01/2023,"$ 4.719,38",132
Andria Kimpton,Austrália,Chocolate com Amêndoas,25/04/2023,"$ 3.430,58",174
Dotty Strutley,Canadá,Chocolate de Menta (After Nines),17/01/2023,"$ 268,30",239
Karlen McCaffrey,EUA,Eclairs,15/08/2023,"$ 991,46",133
Karlen McCaffrey,Canadá,Barras de Frutas e Castanhas,02/06/2023,"$ 213,45",17
Gunar Cockshoot,EUA,Barras 85% Cacau,30/06/2023,"$ 7.586,38",131
Dotty Strutley,Nova Zelândia,Chocolate de Framboesa,10/02/2023,"$ 6.192,19",99
Marney O'Breen,Canadá,Barras Recheadas com Caramelo,23/02/2023,"$ 1.510,58",602
Dennison Crosswaite,Índia,Calda de Chocolate Orgânica,27/01/2023,"$ 8.693,31",209
Camilla Castle,Reino Unido,Chocolate de Menta com Flocos,26/05/2023,"$ 5.509,77",307
Brien Boise,EUA,Pedacinhos 70% Cacau,14/04/2023,"$ 1.863,20",22
Madelene Upcott,Austrália,99% Cacau Puro,01/08/2023,"$ 4.822,50",159
Mallorie Waber,Austrália,Eclairs,22/08/2023,"$ 10.856,55",229
Marney O'Breen,Índia,99% Cacau Puro,22/07/2023,"$ 11.252,11",159
Husein Augar,EUA,Barras de Frutas e Castanhas,28/04/2023,"$ 1.387,72",27
Kelci Walkden,Austrália,Chocolate com Amêndoas,30/05/2023,"$ 5.509,22",341
Ches Bonnell,EUA,Barras de Chocolate ao Leite,21/07/2023,"$ 2.444,25",155
Jan Morforth,Reino Unido,Barras Recheadas com Caramelo,02/08/2023,"$ 3.175,62",507
Brien Boise,Nova Zelândia,Pedacinhos 70% Cacau,15/06/2023,"$ 7.900,42",143
Oby Sorrel,Índia,Barras 85% Cacau,05/07/2023,"$ 9.072,46",142
Kaine Padly,Nova Zelândia,Chocolate Salgado Suave,12/04/2023,"$ 8,06",513
Gigi Bohling,Austrália,Pedacinhos 70% Cacau,18/08/2023,"$ 1.548,54",104
Jan Morforth,Reino Unido,Pedacinhos 50% Cacau,12/01/2023,"$ 5.501,67",298
Gunar Cockshoot,Canadá,Chocolate Branco,11/08/2023,"$ 7.685,42",15
Jehu Rudeforth,Austrália,Barras Finas Picantes,13/01/2023,"$ 5.147,77",402
Husein Augar,Reino Unido,Gotas de Chocolate Culinário,29/04/2023,"$ 3.070,43",143
Rafaelita Blaksland,Nova Zelândia,Chocolate de Menta (After Nines),07/07/2023,"$ 1.127,50",88
Madelene Upcott,Nova Zelândia,Chocolate de Menta com Flocos,11/03/2023,"$ 8.502,77",4
Madelene Upcott,Reino Unido,Pedacinhos 70% Cacau,16/02/2023,"$ 5.961,02",241
Barr Faughny,Austrália,Calda de Chocolate Orgânica,07/01/2023,"$ 2.478,33",33
Beverie Moffet,Nova Zelândia,Chocolate para Beber,12/01/2023,"$ 1.269,56",497
Beverie Moffet,Índia,Eclairs,09/06/2023,"$ 11.130,52",144
Andria Kimpton,Índia,Eclairs,16/05/2023,"$ 2.455,09",83
Gigi Bohling,Reino Unido,Barras 85% Cacau,23/06/2023,"$ 12.764,94",100
Roddy Speechley,Reino Unido,Chocolate de Framboesa,28/01/2023,"$ 13.351,42",198
Dotty Strutley,Reino Unido,Chocolate de Menta com Flocos,14/07/2023,"$ 2.763,22",223
Barr Faughny,Canadá,Chocolate para Beber,18/04/2023,"$ 6.523,34",245
Oby Sorrel,EUA,Barras de Chocolate ao Leite,14/06/2023,"$ 1.868,25",82
Oby Sorrel,Reino Unido,Chocolate de Laranja,15/04/2023,"$ 8.431,83",251
Curtice Advani,Canadá,Cubos de Manteiga de Amendoim,19/05/2023,"$ 5.646,99",64
Gigi Bohling,Índia,Chocolate Branco,13/04/2023,"$ 1.484,67",180
Husein Augar,Canadá,Amêndoas Cobertas com Chocolate,15/08/2023,"$ 3.859,95",395
Wilone O'Kielt,Índia,Amêndoas Cobertas com Chocolate,22/08/2023,"$ 3.237,30",227
Wilone O'Kielt,Nova Zelândia,Gotas de Chocolate Culinário,22/04/2023,"$ 4.072,43",64
Kaine Padly,Reino Unido,Amêndoas Cobertas com Chocolate,03/08/2023,"$ 8.054,87",118
Dennison Crosswaite,Nova Zelândia,Calda de Chocolate Orgânica,04/01/2023,"$ 420,30",224
Kelci Walkden,Canadá,Chocolate de Menta (After Nines),13/01/2023,"$ 17.073,99",218
Van Tuxwell,Austrália,Gotas de Chocolate Culinário,11/05/2023,"$ 13.624,31",33
Husein Augar,Nova Zelândia,Cubos de Manteiga de Amendoim,16/02/2023,"$ 2.318,46",235
Kaine Padly,Reino Unido,Barras Recheadas com Caramelo,20/05/2023,"$ 10.740,05",67
Jehu Rudeforth,Reino Unido,Chocolate para Beber,03/02/2023,"$ 7.624,67",422
Beverie Moffet,Índia,Chocolate com Mel de Manuka,06/05/2023,"$ 10.168,32",159
Gunar Cockshoot,Reino Unido,Amêndoas Cobertas com Chocolate,30/06/2023,"$ 6.635,15",141
Gunar Cockshoot,Reino Unido,Chocolate Salgado Suave,22/03/2023,"$ 860,12",158
Camilla Castle,Canadá,Chocolate de Laranja,17/02/2023,"$ 8.671,21",52
Jehu Rudeforth,Reino Unido,Barras 85% Cacau,07/07/2023,"$ 5.534,11",63
Oby Sorrel,Reino Unido,Pedacinhos 70% Cacau,16/03/2023,"$ 6.800,26",187
Kelci Walkden,Reino Unido,99% Cacau Puro,12/08/2023,"$ 3.927,83",123
Gigi Bohling,Nova Zelândia,Chocolate de Menta (After Nines),21/01/2023,"$ 5.833,80",196
Oby Sorrel,Austrália,Pedacinhos 50% Cacau,06/05/2023,"$ 733,08",147
Oby Sorrel,Canadá,Pedacinhos 50% Cacau,24/06/2023,"$ 7.164,51",140
Barr Faughny,EUA,Chocolate Branco,05/05/2023,"$ 7.900,52",175
Rafaelita Blaksland,Nova Zelândia,99% Cacau Puro,25/03/2023,"$ 3.550,76",85
Curtice Advani,Austrália,Barras Recheadas com Caramelo,14/02/2023,"$ 10.281,51",136
Curtice Advani,Nova Zelândia,Barras 85% Cacau,12/05/2023,"$ 5.936,81",180
Barr Faughny,Nova Zelândia,Chocolate Salgado Suave,25/01/2023,"$ 4.552,15",172
Ches Bonnell,Reino Unido,Barras 85% Cacau,28/06/2023,"$ 15.944,86",11
Dennison Crosswaite,Austrália,Chocolate para Beber,13/07/2023,"$ 7.722,58",188
Roddy Speechley,EUA,Barras de Chocolate ao Leite,16/05/2023,"$ 3.105,38",268
Jan Morforth,Índia,Chocolate de Menta (After Nines),14/03/2023,"$ 6.994,35",179
Gunar Cockshoot,EUA,Chocolate de Menta (After Nines),15/08/2023,"$ 4.264,49",252
Ches Bonnell,Índia,Chocolate de Laranja,16/02/2023,"$ 1.215,30",271
Mallorie Waber,Reino Unido,Chocolate com Mel de Manuka,15/06/2023,"$ 8.519,37",45
Barr Faughny,Austrália,Chocolate de Framboesa,27/05/2023,"$ 9.810,95",105
Wilone O'Kielt,EUA,Chocolate para Beber,14/06/2023,"$ 1.065,63",107
Wilone O'Kielt,Índia,Eclairs,25/02/2023,"$ 3.894,68",80
Wilone O'Kielt,Índia,Chocolate de Menta (After Nines),04/08/2023,"$ 12.194,27",252
Kelci Walkden,Índia,99% Cacau Puro,28/06/2023,"$ 2.455,13",236
Gunar Cockshoot,Canadá,Barras Finas Picantes,05/04/2023,"$ 14.887,76",12
Madelene Upcott,Canadá,Cubos de Manteiga de Amendoim,05/07/2023,"$ 15.276,46",121
Kaine Padly,Nova Zelândia,Eclairs,20/01/2023,"$ 13.520,48",47
Ches Bonnell,Nova Zelândia,Chocolate para Beber,16/02/2023,"$ 9.195,53",127
Curtice Advani,Reino Unido,Chocolate para Beber,12/07/2023,"$ 460,98",182
Kelci Walkden,Índia,Chocolate de Framboesa,16/06/2023,"$ 8.216,56",257
Dotty Strutley,Austrália,Amêndoas Cobertas com Chocolate,13/04/2023,"$ 1.863,54",277
Kaine Padly,Reino Unido,Pedacinhos 50% Cacau,21/02/2023,"$ 3.283,00",72
Roddy Speechley,Canadá,Amêndoas Cobertas com Chocolate,11/05/2023,"$ 5.967,18",247
Ches Bonnell,Índia,Pedacinhos 50% Cacau,15/04/2023,"$ 12.083,50",334
Oby Sorrel,Canadá,Cubos de Manteiga de Amendoim,07/06/2023,"$ 12.397,06",179
Oby Sorrel,Reino Unido,Chocolate Branco,27/06/2023,"$ 1.746,01",280
Barr Faughny,Índia,Chocolate de Menta (After Nines),29/07/2023,"$ 9.021,65",104
Wilone O'Kielt,Canadá,Chocolate Salgado Suave,02/06/2023,"$ 5.263,45",165
Rafaelita Blaksland,Índia,Chocolate de Menta com Flocos,26/01/2023,"$ 15.473,00",91
Rafaelita Blaksland,Canadá,99% Cacau Puro,02/03/2023,"$ 5.566,57",140
Van Tuxwell,Austrália,Pedacinhos 70% Cacau,10/01/2023,"$ 8.111,43",111
Beverie Moffet,EUA,Pedacinhos 70% Cacau,27/06/2023,"$ 2.341,80",117
Barr Faughny,Canadá,Chocolate de Laranja,30/06/2023,"$ 8.650,42",19
Roddy Speechley,Austrália,Barras 85% Cacau,08/07/2023,"$ 4.444,72",77
Oby Sorrel,Índia,Barras Finas Picantes,08/06/2023,"$ 12.531,37",86
Jan Morforth,Reino Unido,Chocolate com Mel de Manuka,18/08/2023,"$ 3.558,89",231
Kaine Padly,Austrália,Chocolate de Menta (After Nines),08/04/2023,"$ 7.889,90",300
Wilone O'Kielt,Canadá,Barras de Frutas e Castanhas,08/08/2023,"$ 3.589,18",176
Wilone O'Kielt,Reino Unido,Barras de Chocolate ao Leite,26/08/2023,"$ 305,39",62
Oby Sorrel,Canadá,Barras de Frutas e Castanhas,14/01/2023,"$ 1.896,64",161
Dennison Crosswaite,EUA,Gotas de Chocolate Culinário,11/08/2023,"$ 18.494,72",298
Madelene Upcott,EUA,Chocolate com Amêndoas,31/05/2023,"$ 11.103,47",24
Van Tuxwell,Nova Zelândia,Pedacinhos 50% Cacau,11/07/2023,"$ 4.162,28",11
Karlen McCaffrey,Canadá,Barras Recheadas com Caramelo,02/03/2023,"$ 3.357,30",308
Madelene Upcott,Austrália,Chocolate de Framboesa,13/07/2023,"$ 7.033,52",94
Rafaelita Blaksland,Reino Unido,Barras Finas Picantes,03/08/2023,"$ 9.896,80",143
Curtice Advani,Reino Unido,Cubos de Manteiga de Amendoim,01/03/2023,"$ 15.653,44",175
Kelci Walkden,Nova Zelândia,Chocolate Branco,13/04/2023,"$ 7.899,31",148
Beverie Moffet,Canadá,Barras de Frutas e Castanhas,14/02/2023,"$ 10.644,74",172
Mallorie Waber,Índia,Chocolate Branco,26/07/2023,"$ 872,83",224
Brien Boise,Reino Unido,Chocolate para Beber,27/01/2023,"$ 6.337,94",128
Jehu Rudeforth,Índia,Cubos de Manteiga de Amendoim,14/04/2023,"$ 31,15",451
Oby Sorrel,EUA,Chocolate com Amêndoas,19/05/2023,"$ 7.107,55",142
Husein Augar,Índia,Eclairs,09/02/2023,"$ 5.465,85",56
Brien Boise,Reino Unido,Barras Finas Picantes,25/05/2023,"$ 2.462,14",60
Oby Sorrel,Austrália,Chocolate com Mel de Manuka,26/01/2023,"$ 4.194,44",80
Beverie Moffet,Índia,Chocolate Branco,04/07/2023,"$ 1.994,44",299
Ches Bonnell,Índia,Chocolate com Amêndoas,13/04/2023,"$ 12.124,05",80
Gigi Bohling,Austrália,Chocolate Salgado Suave,25/01/2023,"$ 5.884,09",117
Camilla Castle,EUA,Barras 85% Cacau,25/04/2023,"$ 2.639,16",80
Camilla Castle,EUA,Eclairs,10/06/2023,"$ 5.031,40",401
Madelene Upcott,Nova Zelândia,Chocolate Branco,22/08/2023,"$ 11.510,71",56
Van Tuxwell,Índia,Chocolate de Menta (After Nines),27/06/2023,"$ 15.021,98",211
Husein Augar,Índia,Chocolate de Laranja,30/06/2023,"$ 4.517,19",40
Jehu Rudeforth,Índia,Chocolate com Amêndoas,30/08/2023,"$ 10.778,53",99
Karlen McCaffrey,Austrália,Chocolate de Framboesa,23/08/2023,"$ 1.145,72",60
Camilla Castle,Nova Zelândia,99% Cacau Puro,26/08/2023,"$ 2.518,50",45
Gigi Bohling,Austrália,Chocolate de Laranja,09/03/2023,"$ 596,63",158
Kelci Walkden,Reino Unido,Chocolate para Beber,20/04/2023,"$ 1.858,71",24
Mallorie Waber,Canadá,Barras Recheadas com Caramelo,10/06/2023,"$ 5.194,28",547
Husein Augar,Austrália,Calda de Chocolate Orgânica,08/02/2023,"$ 960,69",155
Brien Boise,Austrália,Chocolate Branco,25/08/2023,"$ 5.347,12",23
Dotty Strutley,Índia,Cubos de Manteiga de Amendoim,16/02/2023,"$ 9.805,11",76
Dennison Crosswaite,Reino Unido,99% Cacau Puro,30/05/2023,"$ 13.205,42",26
Gigi Bohling,Nova Zelândia,Pedacinhos 50% Cacau,29/06/2023,"$ 5.929,20",65
Gigi Bohling,EUA,Barras de Chocolate ao Leite,16/06/2023,"$ 516,92",141
Brien Boise,Reino Unido,Barras Recheadas com Caramelo,04/03/2023,"$ 2.882,76",145
Curtice Advani,Nova Zelândia,Cubos de Manteiga de Amendoim,15/03/2023,"$ 1.637,72",454
Curtice Advani,Nova Zelândia,Pedacinhos 50% Cacau,27/01/2023,"$ 10.791,46",88
Beverie Moffet,Canadá,Chocolate para Beber,05/07/2023,"$ 1.093,46",115
Barr Faughny,EUA,Barras Recheadas com Caramelo,29/03/2023,"$ 3.407,61",316
Mallorie Waber,Canadá,Chocolate com Amêndoas,12/05/2023,"$ 4.753,93",37
Oby Sorrel,EUA,Chocolate para Beber,11/03/2023,"$ 8.280,62",47
Brien Boise,Nova Zelândia,Eclairs,11/07/2023,"$ 4.981,78",299
Gunar Cockshoot,Nova Zelândia,Amêndoas Cobertas com Chocolate,01/08/2023,"$ 13.998,33",60
Gunar Cockshoot,Reino Unido,Barras Finas Picantes,16/02/2023,"$ 13.105,65",199
Curtice Advani,EUA,Chocolate de Menta (After Nines),13/04/2023,"$ 15.728,81",256
Oby Sorrel,Índia,Amêndoas Cobertas com Chocolate,14/02/2023,"$ 53,85",399
Ches Bonnell,Austrália,Cubos de Manteiga de Amendoim,14/03/2023,"$ 10.857,23",73
Oby Sorrel,Austrália,Barras Finas Picantes,26/04/2023,"$ 12.412,53",25
Jehu Rudeforth,Canadá,Chocolate com Mel de Manuka,05/04/2023,"$ 3.669,15",209
Camilla Castle,Canadá,Chocolate para Beber,03/03/2023,"$ 13.555,26",279
Kaine Padly,EUA,Barras Finas Picantes,13/06/2023,"$ 2.333,84",171
Marney O'Breen,Nova Zelândia,Pedacinhos 70% Cacau,14/02/2023,"$ 8.973,05",360
Roddy Speechley,Nova Zelândia,99% Cacau Puro,18/04/2023,"$ 8.610,38",188
Oby Sorrel,Nova Zelândia,Barras 85% Cacau,01/02/2023,"$ 3.432,30",452
Dotty Strutley,Nova Zelândia,Chocolate de Laranja,04/08/2023,"$ 2.283,39",155
Andria Kimpton,Nova Zelândia,Chocolate com Amêndoas,05/04/2023,"$ 7.190,49",165
